./train_hr_live/3/HR_1_0000000089.bmp,./train_mr_fake/6/7_0000000108.bmp
./train_hr_live/3/HR_1_0000000053.bmp,./train_mr_fake/6/5_0000000046.bmp
./train_mr_live/9/1_0000000095.bmp,./train_hr_fake/7/HR_3_0000000081.bmp
./train_lr_live/5/2_0000000110.bmp,./train_hr_fake/7/HR_2_0000000122.bmp
./train_mr_live/8/1_0000000065.bmp,./train_lr_fake/6/6_0000000062.bmp
./train_mr_live/7/1_0000000130.bmp,./train_mr_fake/6/7_0000000141.bmp
./train_hr_live/7/HR_1_0000000054.bmp,./train_mr_fake/7/7_0000000046.bmp
./train_mr_live/8/1_0000000038.bmp,./train_mr_fake/9/3_0000000027.bmp
./train_hr_live/20/HR_1_0000000104.bmp,./train_hr_fake/5/HR_2_0000000074.bmp
./train_mr_live/8/1_0000000008.bmp,./train_hr_fake/8/HR_2_0000000016.bmp
./train_mr_live/7/1_0000000085.bmp,./train_mr_fake/7/3_0000000108.bmp
./train_hr_live/5/HR_1_0000000007.bmp,./train_mr_fake/7/7_0000000099.bmp
./train_hr_live/20/HR_1_0000000076.bmp,./train_mr_fake/3/7_0000000076.bmp
./train_mr_live/5/1_0000000091.bmp,./train_mr_fake/4/5_0000000003.bmp
./train_mr_live/4/1_0000000067.bmp,./train_hr_fake/6/HR_4_0000000121.bmp
./train_hr_live/5/HR_1_0000000049.bmp,./train_hr_fake/6/HR_2_0000000180.bmp
./train_lr_live/20/2_0000000015.bmp,./train_lr_fake/8/8_0000000049.bmp
./train_hr_live/6/HR_1_0000000229.bmp,./train_lr_fake/3/8_0000000010.bmp
./train_mr_live/7/1_0000000138.bmp,./train_mr_fake/8/5_0000000073.bmp
./train_mr_live/8/1_0000000136.bmp,./train_hr_fake/4/HR_3_0000000098.bmp
./train_hr_live/4/HR_1_0000000117.bmp,./train_lr_fake/6/4_0000000145.bmp
./train_lr_live/6/2_0000000177.bmp,./train_mr_fake/6/7_0000000194.bmp
./train_mr_live/5/1_0000000015.bmp,./train_lr_fake/4/4_0000000109.bmp
./train_hr_live/5/HR_1_0000000163.bmp,./train_lr_fake/3/8_0000000144.bmp
./train_mr_live/7/1_0000000137.bmp,./train_hr_fake/7/HR_2_0000000059.bmp
./train_hr_live/20/HR_1_0000000124.bmp,./train_mr_fake/6/7_0000000318.bmp
./train_lr_live/9/2_0000000111.bmp,./train_mr_fake/4/3_0000000181.bmp
./train_mr_live/6/1_0000000139.bmp,./train_hr_fake/8/HR_3_0000000024.bmp
./train_hr_live/7/HR_1_0000000090.bmp,./train_mr_fake/20/5_0000000029.bmp
./train_mr_live/4/1_0000000024.bmp,./train_mr_fake/20/3_0000000061.bmp
./train_lr_live/7/2_0000000129.bmp,./train_lr_fake/7/8_0000000099.bmp
./train_lr_live/4/2_0000000109.bmp,./train_mr_fake/3/5_0000000127.bmp
./train_lr_live/7/2_0000000084.bmp,./train_hr_fake/9/HR_4_0000000002.bmp
./train_lr_live/6/2_0000000017.bmp,./train_hr_fake/5/HR_3_0000000110.bmp
./train_lr_live/4/2_0000000099.bmp,./train_lr_fake/6/4_0000000025.bmp
./train_hr_live/4/HR_1_0000000219.bmp,./train_hr_fake/7/HR_4_0000000140.bmp
./train_lr_live/9/2_0000000065.bmp,./train_lr_fake/20/6_0000000191.bmp
./train_hr_live/4/HR_1_0000000283.bmp,./train_mr_fake/5/7_0000000061.bmp
./train_mr_live/4/1_0000000069.bmp,./train_mr_fake/4/7_0000000045.bmp
./train_hr_live/9/HR_1_0000000052.bmp,./train_hr_fake/20/HR_2_0000000212.bmp
./train_lr_live/4/2_0000000153.bmp,./train_hr_fake/7/HR_2_0000000168.bmp
./train_mr_live/6/1_0000000104.bmp,./train_mr_fake/7/7_0000000014.bmp
./train_hr_live/6/HR_1_0000000321.bmp,./train_hr_fake/8/HR_2_0000000199.bmp
./train_mr_live/7/1_0000000024.bmp,./train_mr_fake/5/7_0000000119.bmp
./train_hr_live/9/HR_1_0000000155.bmp,./train_mr_fake/4/7_0000000100.bmp
./train_lr_live/3/2_0000000081.bmp,./train_mr_fake/6/7_0000000032.bmp
./train_lr_live/4/2_0000000120.bmp,./train_lr_fake/20/4_0000000161.bmp
./train_mr_live/9/1_0000000098.bmp,./train_mr_fake/9/3_0000000089.bmp
./train_hr_live/3/HR_1_0000000113.bmp,./train_hr_fake/9/HR_2_0000000018.bmp
./train_hr_live/3/HR_1_0000000086.bmp,./train_lr_fake/20/4_0000000048.bmp
./train_mr_live/7/1_0000000143.bmp,./train_mr_fake/7/3_0000000186.bmp
./train_mr_live/7/1_0000000070.bmp,./train_lr_fake/8/6_0000000016.bmp
./train_hr_live/4/HR_1_0000000082.bmp,./train_mr_fake/4/3_0000000050.bmp
./train_mr_live/4/1_0000000213.bmp,./train_mr_fake/5/5_0000000119.bmp
./train_hr_live/7/HR_1_0000000018.bmp,./train_hr_fake/20/HR_4_0000000113.bmp
./train_hr_live/4/HR_1_0000000284.bmp,./train_mr_fake/7/7_0000000118.bmp
./train_hr_live/6/HR_1_0000000099.bmp,./train_hr_fake/9/HR_2_0000000156.bmp
./train_mr_live/6/1_0000000135.bmp,./train_hr_fake/6/HR_4_0000000217.bmp
./train_hr_live/20/HR_1_0000000070.bmp,./train_hr_fake/6/HR_2_0000000205.bmp
./train_hr_live/3/HR_1_0000000171.bmp,./train_hr_fake/5/HR_3_0000000056.bmp
./train_mr_live/5/1_0000000013.bmp,./train_hr_fake/5/HR_3_0000000035.bmp
./train_hr_live/3/HR_1_0000000190.bmp,./train_lr_fake/5/8_0000000011.bmp
./train_hr_live/4/HR_1_0000000253.bmp,./train_mr_fake/4/7_0000000240.bmp
./train_lr_live/9/2_0000000072.bmp,./train_mr_fake/5/3_0000000085.bmp
./train_mr_live/3/1_0000000004.bmp,./train_lr_fake/20/4_0000000082.bmp
./train_lr_live/9/2_0000000009.bmp,./train_lr_fake/7/4_0000000147.bmp
./train_lr_live/3/2_0000000168.bmp,./train_mr_fake/3/3_0000000073.bmp
./train_hr_live/8/HR_1_0000000135.bmp,./train_lr_fake/9/4_0000000195.bmp
./train_mr_live/7/1_0000000141.bmp,./train_lr_fake/8/8_0000000096.bmp
./train_hr_live/20/HR_1_0000000086.bmp,./train_mr_fake/9/3_0000000036.bmp
./train_hr_live/7/HR_1_0000000131.bmp,./train_hr_fake/3/HR_2_0000000129.bmp
./train_hr_live/8/HR_1_0000000060.bmp,./train_mr_fake/5/5_0000000013.bmp
./train_hr_live/3/HR_1_0000000152.bmp,./train_lr_fake/5/8_0000000003.bmp
./train_hr_live/6/HR_1_0000000161.bmp,./train_mr_fake/7/7_0000000004.bmp
./train_hr_live/4/HR_1_0000000102.bmp,./train_mr_fake/6/7_0000000110.bmp
./train_hr_live/6/HR_1_0000000122.bmp,./train_lr_fake/7/8_0000000001.bmp
./train_lr_live/3/2_0000000061.bmp,./train_hr_fake/6/HR_4_0000000118.bmp
./train_lr_live/5/2_0000000039.bmp,./train_hr_fake/6/HR_4_0000000187.bmp
./train_mr_live/4/1_0000000087.bmp,./train_lr_fake/3/4_0000000153.bmp
./train_hr_live/6/HR_1_0000000129.bmp,./train_lr_fake/9/8_0000000037.bmp
./train_hr_live/20/HR_1_0000000045.bmp,./train_mr_fake/9/7_0000000073.bmp
