./Cezanne/00002.jpg,0
./Cezanne/00004.jpg,0
./Cezanne/00006.jpg,0
./Cezanne/00008.jpg,0
./Cezanne/00010.jpg,0
./Cezanne/00012.jpg,0
./Cezanne/00014.jpg,0
./Cezanne/00016.jpg,0
./Cezanne/00018.jpg,0
./Cezanne/00020.jpg,0
./Cezanne/00054.jpg,0
./Cezanne/00056.jpg,0
./Cezanne/00058.jpg,0
./Cezanne/00060.jpg,0
./Cezanne/00062.jpg,0
./Cezanne/00064.jpg,0
./Cezanne/00066.jpg,0
./Cezanne/00068.jpg,0
./Cezanne/00070.jpg,0
./Cezanne/00072.jpg,0
./Cezanne/00074.jpg,0
./Cezanne/00076.jpg,0
./Cezanne/00078.jpg,0
./Cezanne/00080.jpg,0
./Cezanne/00082.jpg,0
./Cezanne/00084.jpg,0
./Cezanne/00086.jpg,0
./Cezanne/00088.jpg,0
./Cezanne/00090.jpg,0
./Cezanne/00092.jpg,0
./Cezanne/00094.jpg,0
./Cezanne/00096.jpg,0
./Cezanne/00098.jpg,0
./Cezanne/00100.jpg,0
./Cezanne/00102.jpg,0
./Cezanne/00104.jpg,0
./Cezanne/00106.jpg,0
./Cezanne/00108.jpg,0
./Cezanne/00110.jpg,0
./Cezanne/00112.jpg,0
./Cezanne/00114.jpg,0
./Cezanne/00116.jpg,0
./Cezanne/00118.jpg,0
./Cezanne/00120.jpg,0
./Cezanne/00122.jpg,0
./Cezanne/00124.jpg,0
./Cezanne/00126.jpg,0
./Cezanne/00128.jpg,0
./Cezanne/00130.jpg,0
./Cezanne/00132.jpg,0
./Cezanne/00134.jpg,0
./Cezanne/00136.jpg,0
./Cezanne/00138.jpg,0
./Cezanne/00140.jpg,0
./Cezanne/00142.jpg,0
./Cezanne/00144.jpg,0
./Cezanne/00146.jpg,0
./Cezanne/00148.jpg,0
./Cezanne/00150.jpg,0
./Cezanne/00152.jpg,0
./Cezanne/00154.jpg,0
./Cezanne/00156.jpg,0
./Cezanne/00158.jpg,0
./Cezanne/00160.jpg,0
./Cezanne/00162.jpg,0
./Cezanne/00164.jpg,0
./Cezanne/00166.jpg,0
./Cezanne/00168.jpg,0
./Cezanne/00170.jpg,0
./Cezanne/00172.jpg,0
./Cezanne/00174.jpg,0
./Cezanne/00176.jpg,0
./Cezanne/00178.jpg,0
./Cezanne/00180.jpg,0
./Cezanne/00182.jpg,0
./Cezanne/00184.jpg,0
./Cezanne/00186.jpg,0
./Cezanne/00188.jpg,0
./Cezanne/00190.jpg,0
./Cezanne/00192.jpg,0
./Cezanne/00194.jpg,0
./Cezanne/00196.jpg,0
./Cezanne/00198.jpg,0
./Cezanne/00200.jpg,0
./Cezanne/00202.jpg,0
./Cezanne/00204.jpg,0
